Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Algeria,DZA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,18.36330147,25.09334327,30.20250337,28.16555613,28.64127424,31.76642367,34.70829672,37.70820934,36.36464246,58.80180675,56.22221672,80.25948865,69.10281275,65.07935286,71.69079537,,,,,,,,,,,,,,11.91008856,22.47915773,2.038507758,1.437615912,1.996520055,1.037614168,0.790385843,1.0815671,0.744237143,0.448059126,1.723437364,1.01404269,0.599991543,0.476882885,0.491760656,0.679786419,0.451864628,0.426551111,0.756757789,0.797700032
East Asia & Pacific (excluding high income),EAP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,17.52409652,18.43805255,17.85444504,20.36669605,22.56984832,20.58431569,20.25030661,19.97072116,18.89697615,17.7007719,16.80542033,17.43847141,14.74312911,14.19329746,14.45066371,15.82567935,16.63399051,20.13330449,15.78668417,17.17595496,17.03623786,11.88965301,7.699243945,6.783655139,5.988332905,4.971529824,4.026213719,4.894678966,4.625072437,4.295360832,4.551222753,4.571435614,5.398613376,7.002056024,8.510747016,8.755982925,9.19510047,11.11945581,10.297957,9.39279349,11.54748501,12.14397499,9.488949581
Early-demographic dividend,EAR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93119311,16.95344829,14.09818583,14.21320225,18.84880153,26.63662225,28.3329069,27.99141366,31.71556077,26.56544099,23.92808685,25.89995978,23.76824493,25.0898745,24.14641033,33.05927461,32.28132154,24.89249066,22.43764992,26.35043406,24.16179075,31.29649678,30.66013279,29.8295312,27.93817978,27.30983821,33.21854431,22.58866132,20.65349548,21.6052105,23.02637034
Europe & Central Asia,ECS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,11.09370981,12.54666472,19.8056882,45.61211037,34.16200931,46.90692886,78.72191456,29.88599883,37.97233296,33.21991846,43.41147229,34.21596668,40.07190716,35.85995778,33.21056789,32.36626502,26.21207688,24.15878262,21.34687672,30.77634656,26.54313718,35.65583082,38.51418805,43.65791757,50.96227333,38.27043591,42.54338128,33.89149026,43.99355852,37.1036699,30.72834948,23.91106393,11.88205425,49.52126853,8.870195343,9.714478537,9.9714364,11.33489732,13.83745203,23.62775287,26.53625777,29.18942236,35.6012738,35.81243093,41.06016213,22.42960628,14.43947504,22.88781979,21.85766351
"Egypt, Arab Rep.",EGY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,13.78825052,15.93693508,11.82713439,18.95620916,22.365935,23.74108723,28.62666577,32.82749842,38.67865763,42.26357157,22.93046068,32.09802484,36.48463641,28.58702539,22.12461325,21.78639502,17.55186084,16.5558896,16.04562634,14.59674739,12.4074564,13.01395082,12.90315717,9.829507253,11.34325641,12.13750505,13.00878886,8.025712789,7.114877794,6.338527768,6.06505272,5.694093611,6.510350282,6.208582496,7.906553853,6.640520096,7.637173735,12.67384979,9.987339572,19.5115368,15.37755159,16.32236608,16.58038796,30.61957278,31.09412698,23.13492934,30.39108896,49.2291018
Euro area,EMU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105442803,,0.226757894,2.924914095,5.299090061,4.286433617,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,5.762148017,6.728087038,5.333508716,7.820401534,10.8955563,13.08191211,18.78305411,20.73704352,24.56455255,29.74843455,36.93714297,44.91169345,40.78194247,38.9830555,30.62590436,23.8256238,18.92355358,15.82213487,18.49694534,41.63857008,9.965342507,12.23214477,16.33325062,13.739388,18.4504183,7.955623162,7.262311961,5.626575858,4.476382405,5.928482005,4.61084076,2.928923728,2.787941029,3.854840302,5.889198759,7.142893299,10.67903598,11.87005853,18.29261287,20.93499044,22.235398,21.49156737,28.93640693,26.11170556,21.21582209,18.30336123,14.33973236,11.5380415
European Union,EUU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,3.904416915,6.002822251,5.419705978,6.811287955,7.977224605,10.19692137,11.71539628,11.48177383,11.80969543,10.14116868,8.501415629,9.18073812,9.472886918,7.10279455,6.063228779,6.345812121,3.812789369,2.201087879,1.694142639,2.207852666,2.621609871,2.592913298,1.871131204,1.797965013,1.299411059,0.830938468,0.892685562,0.906611352,1.690160967,2.856612598,5.309048072,3.148541458,10.88586829,4.497138622,4.777980312,5.868301079,14.67650722,5.579182047,7.021069121,4.377629774,8.271521735,21.668195,10.88840028,7.915628504,9.10276379,9.535391687
France,FRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,18.44595531,16.07422461,17.74934894,13.49992625,13.02679138,10.81809135,12.77343745,11.61891935,16.64852364,6.85992552,9.372464062,7.543264821,6.394358214,11.98356618,16.31019868,5.874681293,10.2950509,15.31589471,10.62909561,13.09878166,14.05760469,18.81544313,9.951427412,16.23761376,15.33908198,11.05006882,5.630934437,3.508512862,,12.25200494,28.56242627,6.174974885,4.796655155,3.931064928,4.180574868,11.99999746,6.098369343,8.576796375,14.18325851,10.28893195,10.48665978,9.898753771,29.02175559,15.39984567,,,
United Kingdom,GBR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.097895559,23.39275677,15.32213696,12.6745522,8.026127469,11.48616981,12.84662983,12.70122116,8.063681759,10.67882523,5.962216833,16.72633808,20.95894488,17.50178614,24.79353811,21.68535423,20.87256756,23.95372182,31.04111101,36.75313217,29.71593431,23.92198388,22.5470246,35.55915931,29.45810027,20.99444009,20.84834127,26.56288233
Ghana,GHA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,6.485420512,5.808802045,3.715847612,7.4141487,8.894839589,13.11110922,14.25136686,15.55563186,30.4091629,21.72144069,23.57926618,28.32451426,45.8022705,56.9166277,50.76963776,38.79007674,28.13446125,28.35218465,25.63804085,26.68973905,25.4381172,27.56926608,33.24707585,22.76077983,21.14536173,19.03796898,12.93076311,8.592480215,15.62535585,8.033375702,8.909125093,6.275636241,4.868353775,4.374048149,4.601217896,4.92890796,3.544775361,5.683672748,5.23002563,16.72439565,7.38187819,26.04238364,30.64520876,19.09377632,35.9953158,12.73469594,13.36722932,22.12208261,15.28499841,9.43593176
Gibraltar,GIB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64951376,27.24337134,22.14063783,16.77898695,20.15440841,15.9173929,12.63176857,11.36135683,15.20035371,24.79270209,15.05962744,21.21589306,19.96876087,17.80078508,22.70251365,14.20185827,13.36359749,14.74530386,21.25494901,18.05965827,15.21647992,12.33380275,8.854593823,10.44628538,5.180232979,11.65141536,6.002449473,1.966707406,2.417477089,4.07568418,2.311987855,1.735264463,2.746609889,2.68121316,1.547343813,1.514736181,2.350569414,2.57789204,3.729306338
"Gambia, The",GMB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,4.736291155,6.462690078,6.238210425,10.48310792,20.16308684,16.99271207,10.85892016,10.27631811,33.24640448,20.43751318,15.63111498,14.15864477,22.23422902,13.59589556,12.74644959,11.54075602,14.12411492,15.60261838,12.54339774,11.7582138,,,,,,14.79259996,20.93490252,15.07574109,14.70261016,13.39406507,5.384896444,6.853084264,8.969887055,10.66889745,9.668948964,11.56285983,17.91955858,18.61347771,23.04219757,15.39113742,13.17452793,12.71104719,22.18170878,28.99992896,14.74990414,7.490781498,8.144205958
Guinea-Bissau,GNB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,32.60496609,33.28403987,28.3753063,51.96650939,84.60114845,69.79548052,61.04613711,54.22771415,32.28245096,68.63611045,36.86345646,14.74302877,19.78850103,52.40275667,40.6500721,15.33401354,,,,7.099847214,5.937259695,10.77720935,11.64386739,6.62620508,12.53807487,7.440094693,8.718329375,12.92263367,11.25160403,2.335141651,3.625204987,1.238225873,2.146788895,2.042679821,2.738361473,3.936918862,4.58652919,7.65530916,22.7151956,14.4345752,18.1041802,15.07788646,13.25744683
Equatorial Guinea,GNQ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,2.134400927,3.32935506,4.80375923,6.039006905,3.858552308,7.359083551,11.79947828,12.42547184,11.46560554,8.319374968,7.237092416,8.090051412,5.181647185,4.325732531,3.966658633,6.291075747,7.912718809,7.297193813,6.202411199,6.14943181,5.146900828,6.735624884,5.35151383,6.063267203,8.043175145,14.31178816,14.195486,14.05801089,5.110248963,6.613993566,5.919449064,6.071514469,6.553465307,7.366866129,6.581652652,3.552568074,5.087936958,4.263522873,5.139434429,9.692525266,10.03485929,8.844152823,8.018492836,11.13535046,10.32905947,7.33217483,6.590151633,4.850351259
Greenland,GRL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,4.399459696,6.516714847,7.743170103,8.328407852,9.361229438,11.9005487,16.35513305,22.5316374,29.03155186,33.37046465,31.54605094,29.22170723,21.43254155,15.42537847,18.55755801,27.26979345,16.01251338,14.1578806,12.76674498,13.67751992,11.35503119,10.23386948,10.84280454,9.721729857,10.0645068,10.28390913,10.74602886,14.46444329,14.77136181,15.83871486,16.36483389,16.85596856,19.98418818,16.08699598,17.21992556,13.45360252,23.73943994,15.10493252,16.40541762,23.51281736,29.74721017,8.249065546,13.967807,25.37657718,10.38844429,21.15705391,13.30187795,9.5621552
Guam,GUM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,13.02866857,16.99015826,31.87135778,23.16584653,26.29017987,21.17826657,24.52635181,24.72462485,27.96947925,,,,,,,18.68692901,17.24372042,16.41458891,17.02389934,14.40227923,17.31894526,19.23572456,12.46453978,10.23328266,6.853101094,9.648726977,8.670319403,6.439095057,5.008552178,4.410277573,3.309313748,2.545700735,2.073405675,2.671709041,3.453987414,8.556292485,3.651993549,4.334460489,5.302860812,4.739154944,5.707795085,8.651077426,7.440585637,4.667648494,2.363230763,1.222775816,2.649378313,2.885727679
High income,HIC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,11.89522328,14.60764298,29.68951095,19.04219525,19.62623907,21.71927095,22.15343642,26.95262499,32.28332269,26.20440106,24.29516362,26.20462575,30.6627349,36.92633412,37.07895298,15.67856409,38.32400691,30.7623907,35.5855439,31.10178623,35.28381469,35.21683667,31.42971782,25.17003906,22.45955735,21.26461317,14.75223191,13.14643912,14.65458362,15.00394084,9.953243927,10.06715402,7.874823731,7.199171326,7.385660996,9.973455633,10.32003078,16.03510406,13.76986863,14.65186216,10.32342442,18.37014617,13.62533709,12.79365284,13.91006038,11.99562147,23.82691219,14.66786705,17.10838239,17.10475919,18.11602848
Heavily indebted poor countries (HIPC),HPC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,13.25429017,9.985629911,10.01690599,8.509666734,9.000880247,12.19607819,18.23088386,12.89706644,10.73668089,9.948501034,14.53542721,10.63305339,9.07494829,11.08950544,14.28814436,17.27779047,20.22902703,22.7237699,23.87876535,11.88166088,13.92169816,7.196485562,6.509023799,5.819820869,54.68219292,16.1934215,10.24833936,8.976141461,9.88381941,9.630957673,7.718907186,7.274393398,11.64930923,19.28348746,9.429093492,8.967072162,10.88687375,6.766069111,4.464711776,12.62180462,0.45943845,0.487264709,0.902666839,1.621198548,2.055659049,5.383762251,1.267950002,1.296853345,1.522057614,2.695875111,1.847305256,2.520252584,6.362256492,63.16265898
Hungary,HUN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,14.03698769,18.12613499,18.83246757,21.87648016,28.91258987,37.46387598,37.17786071,40.43951477,38.69397885,33.48278677,34.38257748,32.7716289,33.86735718,30.96503656,30.27629091,37.14874475,30.32446337,32.26296708,30.62448719,22.84766312,23.95804259,25.22533013,26.32374683,25.46740401,20.90621741,25.74919014,19.05711911,14.48359173,19.56687617,18.72754396,14.41399914,17.43003316,19.96524081,29.91739054,34.60715609,37.47966698,29.43617206,25.13582003,39.48598926,36.81922892,26.21875063,23.32618224,20.2824087,24.69059638
IDA only,IDX,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,12.38174444,14.57985266,15.59040166,21.93541894,24.94770982,26.44701971,24.64958854,28.05836112,25.90979253,30.40578678,30.02432885,28.9952112,28.80148227,27.61198699,25.39581882,19.01226831,17.6858286,17.69683602,21.58955743,15.67939717,14.86242496,14.90323646,14.54749312,12.16918904,10.57960744,11.11486623,9.945597065,8.316065218,6.940364273,6.463397742,6.899352055,6.565286906,7.540355398,6.097618811,6.069715872,7.270009192,8.056431144,10.21498103,9.357585304,11.48556061,12.34404313,12.93502999,16.16151512,13.62943996,15.35637416,12.36631622,11.90382513,
Isle of Man,IMN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,15.27174617,18.10223353,15.61472637,15.33196449,12.28779566,11.33871057,12.70972034,15.46608066,18.31926866,20.64474702,25.44886997,35.58602237,33.36122089,31.4538639,31.50004181,32.95594123,32.02937158,28.70740073,28.83787448,32.27378176,33.25998337,27.61576624,26.30117969,24.77347382,18.62669433,17.08106878,17.92760977,20.92473433,29.18052264,14.50445485,14.93023445,8.635233146,15.59099221,9.657992655,6.018410318,6.819233274,6.413868913,6.71426991,8.080001212,18.62962054,11.20636882,17.26341549,10.08468004,11.39764793,9.0023457,15.05383311,7.810760672,8.26658066,10.16192747,10.49344776
Not classified,INX,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,6.903786755,5.685237058,5.459663836,4.636723188,4.163918555,3.986278545,7.12731271,3.547652758,5.602242653,3.310760427,3.235767461,4.108857163,5.16984129,9.347781404,16.32210668,29.69878243,27.2480589,31.15425999,18.06612576,17.44206902,9.890913758,4.022377045,5.058175269,4.757460757,5.254125266,5.553711937,4.014079644,3.438447293,2.653693459,2.139439746,1.658167004,1.042036765,0.50568933,0.444173684,0.487614453,0.912017039,2.402977363,0.465745118,0.166737548,0.42261362,0.620288001,0.437279151,0.162387902,0.330603346,0.284993583
Iraq,IRQ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.335813736,2.877152566,2.285909057,2.155518955,2.995006285,7.801723384,5.2331797,3.610854551,3.99250438,2.956762451
Iceland,ISL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,70.34116005,28.41461521,59.26470412,24.86260755,19.82498539,25.60168356,26.49463513,29.94894478,33.20793077,40.5353395,47.99222483,46.01746854,41.64738743,32.03008626,28.57412375,30.89869841,29.83666802,21.72738465,18.72216345,18.92423089,19.03142764,17.79151513,13.90846396,16.64795078,18.76763447,20.90752608,24.80979349,22.51313667,20.57276337,22.46931944,16.13117322,23.29244048,19.54216919,34.95153904,28.0476703,36.62375904,37.38270571,26.27222397,33.56742488,87.9215554,40.25659044,26.98210503,23.83147732,86.04142923,51.14672267,29.09081568,22.6105241,38.04233955,31.85050462
Jordan,JOR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,7.924290856,9.781649077,5.944253811,5.120370108,4.878022077,8.470419319,9.836273444,12.05811491,12.28061749,14.48857439,14.06503468,19.38765113,20.60964685,25.09134889,31.39456185,33.35072133,41.60032027,24.85036388,24.37054715,28.79066845,25.8666865,20.91728523,18.68995566,16.68912285,25.89758317,22.60251131,22.16120574,13.73568141,20.06493678,19.51521225,14.14476495,23.51750848,14.37581226,11.84732882,11.27444654,10.51946845,20.85905079,5.942227188,5.788639295,6.46423649,6.299303458,6.171821411,8.107093217,14.13889613,17.15033908,12.30171883,13.95946741,19.21453224,27.3626007,21.39343666,23.11530078,16.23932181,18.1501288
Japan,JPN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.897761664,4.589527301,6.18087914,14.43120463,19.64416751,32.3698118,32.33818706,34.88681354,34.7803349,37.98398312,40.14849849,32.57095107,45.87956473,44.50813915,46.57151606,56.79461067,33.93118455,24.58379596,32.22282774,39.43424743,70.39305942,45.67951045,48.78617055,49.78427893,48.87392326,64.07748773,44.24954363,51.16292619,50.26339436,48.43437562
Kenya,KEN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,14.93668479,14.81046504,20.45207576,13.97457664,18.37214475,21.02850426,26.96577043,30.4825102,33.77419743,34.79576125,38.66588313,35.60661255,39.7669429,38.99144225,36.63986079,35.41242836,32.6135499,31.13893258,17.05945062,20.56400533,25.26395362,22.38962594,15.5626688,14.85260346,15.8253914,21.01968126,15.87707243,16.35184602,15.8395942,8.282711143,9.987299541,7.136409026,6.331932803,4.886813405,5.142972626,4.406196107,4.316900938,4.649503996,4.730758514,11.36200482,8.33004714,11.1736383,14.59744439,23.69950627,38.42730244,24.28892886,16.78063622,18.13057771,21.11310362,27.2238637
Kyrgyz Republic,KGZ,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40534815,4.393616127,13.25057987,13.09160423,11.39716423,18.82959599,21.18849734,30.19528414,31.15336098,20.47909879,21.88564374,17.87047742,14.81121582,7.644203886,9.397637508,12.34287865,11.4374025,23.08849146,12.94496137,10.11444509,10.39132522,12.63447288,17.99071842,30.16089888,24.92031095,24.44061933,26.78001039,26.28202985,17.90363136,16.68774629,27.40090707,13.95320305
